gene,coverage,RPKM,cohort,sample_id,subject_id
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30495,G30495
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30496,G30496
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30497,G30497
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30498,G30498
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30499,G30499
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30500,G30500
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30501,G30501
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30502,G30502
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30503,G30503
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30504,G30504
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30505,G30505
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30506,G30506
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30507,G30507
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30508,G30508
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30509,G30509
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30510,G30510
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30511,G30511
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30512,G30512
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30513,G30513
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30514,G30514
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30515,G30515
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30516,G30516
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30517,G30517
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30518,G30518
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30519,G30519
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30520,G30520
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30521,G30521
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30522,G30522
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30523,G30523
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30524,G30524
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30525,G30525
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30526,G30526
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30527,G30527
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30528,G30528
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30529,G30529
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30530,G30530
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30531,G30531
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30532,G30532
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30533,G30533
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30534,G30534
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30535,G30535
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30536,G30536
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30537,G30537
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30538,G30538
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30539,G30539
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30540,G30540
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30541,G30541
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30542,G30542
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30543,G30543
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30544,G30544
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30545,G30545
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30546,G30546
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30547,G30547
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30548,G30548
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30549,G30549
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30550,G30550
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30551,G30551
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30744,G30744
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30745,G30745
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30746,G30746
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30747,G30747
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30748,G30748
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30749,G30749
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30750,G30750
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30751,G30751
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30752,G30752
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30753,G30753
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30754,G30754
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30755,G30755
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30756,G30756
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30757,G30757
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30758,G30758
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30759,G30759
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30760,G30760
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30761,G30761
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30762,G30762
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30763,G30763
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30764,G30764
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30765,G30765
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30766,G30766
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30767,G30767
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30768,G30768
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30769,G30769
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30770,G30770
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30771,G30771
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30772,G30772
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30773,G30773
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30774,G30774
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30775,G30775
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30776,G30776
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30777,G30777
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30778,G30778
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30779,G30779
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30780,G30780
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30781,G30781
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30782,G30782
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30783,G30783
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30784,G30784
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30785,G30785
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30786,G30786
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30787,G30787
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30788,G30788
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30789,G30789
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30790,G30790
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30791,G30791
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30792,G30792
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30793,G30793
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30794,G30794
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30795,G30795
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30796,G30796
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30797,G30797
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30798,G30798
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30799,G30799
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30800,G30800
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30801,G30801
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30802,G30802
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30803,G30803
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30804,G30804
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30805,G30805
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30806,G30806
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30807,G30807
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30808,G30808
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30809,G30809
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30810,G30810
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30811,G30811
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30812,G30812
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30813,G30813
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30814,G30814
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30815,G30815
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30816,G30816
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30817,G30817
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30818,G30818
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30819,G30819
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30820,G30820
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30821,G30821
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30822,G30822
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30826,G30826
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30828,G30828
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30830,G30830
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30831,G30831
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,Fijicomp,G30832,G30832
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS104327,103092734
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS148253,103092734
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1054716,115629832
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS149181,115629832
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS893270,115629832
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS051610,132902142
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS050974,147406386
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS147088,147406386
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041134,157953044
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041032,158013734
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS971276,158013734
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041033,158033964
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041133,158033964
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.38366571699905,0.101339863505508,HMP-1-2,SRS1041036,158114885
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.191832858499525,0.0475375819792473,HMP-1-2,SRS1041144,158114885
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041031,158155345
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041140,158155345
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041139,158216035
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041143,158236265
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041037,158276726
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041145,158276726
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041038,158296956
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041136,158296956
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS017916,158357646
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041039,158398106
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041137,158398106
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041091,158418336
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041138,158418336
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041090,158438567
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041146,158438567
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041092,158458797
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041141,158458797
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.846153846153846,0.744786525416919,HMP-1-2,SRS023715,158721788
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS971275,158742018
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS012969,158802708
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS077849,158802708
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS012849,158822939
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS078242,158944319
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041157,158944319
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041095,158964549
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041147,158964549
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS013098,158984779
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS057480,159085930
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS048981,159146620
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS075021,159146620
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041112,159146620
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS049896,159166850
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041116,159166850
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS078419,159207311
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS013638,159288231
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS058145,159288231
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS077991,159288231
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS016840,159308461
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS013382,159328691
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS024492,159389382
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041118,159389382
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS016437,159429842
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS016897,159450072
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS050520,159470302
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041130,159470302
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS063813,159510762
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS054059,159632143
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS016381,159672603
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041132,159713063
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS074586,159733294
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1041129,159733294
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS144753,159733294
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.0854700854700855,0.196332144936038,HMP-1-2,SRS016629,160036745
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS018049,160056975
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS052078,160056975
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS101268,160056975
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS058268,160097436
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS056273,160178356
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS075078,160178356
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS050801,160218816
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS100907,160259276
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS050026,160319967
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS078665,160319967
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS053573,160380657
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS074964,160380657
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS045739,160421117
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS074670,160421117
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.195631528964862,0.0711944878529518,HMP-1-2,SRS017859,160441347
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS017622,160461578
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS017375,160481808
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS049402,160502038
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS140492,160502038
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS017745,160542498
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS053649,160582958
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS145497,160582958
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS058070,160603188
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS075341,160603188
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS046369,160643649
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS020271,160663879
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS020394,160684109
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS042966,160704339
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS020508,160845950
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS052576,160845950
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS145308,160845950
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS020622,160947100
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS1055034,160967330
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS893380,160987560
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS021153,161007791
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS893382,161068481
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,HMP-1-2,SRS021219,161230322
